우편번호,위도,경도,평균_크기,평균_변환_전세(만원),지역구분코드,오피스텔비율,총거래수량,월세_비율(%),신축_비율(%),버스정류장,미술관 & 전시관,자전거대여소,헬스클럽,성당,병원,공연장,공원,영화관,지하철역,동물병원,뷰티케어,코인노래방,도서관,교회,대형마트,공공체육시설,카페 & 디저트,경찰서,생활용품점,술집,쇼핑센터,슈퍼마켓,약국,반찬가게 & 밀키트,편의점,은행,코인세탁방,요가,크로스핏,ATM,음식점,우체국,PC방,필라테스,주민센터,절
4003,37.55580081,126.9139171,27.98294118,17701.12045,0,0.117647059,51,72.54901961,9.803921569,37,17,3,26,1,61,4,0,0,1,5,1,2,0,18,0,0,134,1,0,49,0,11,8,1,39,6,4,7,0,15,157,0,2,8,1,2
4004,37.55531438,126.9120075,27.083,20014.92857,0,0.0,50,38.0,38.0,30,12,3,27,1,70,3,0,0,1,5,2,2,0,16,0,0,172,1,0,72,0,15,12,1,38,5,3,6,0,12,213,0,3,9,2,1
4005,37.55349576,126.9002596,33.25520833,23804.64286,0,0.0,48,31.25,47.91666667,23,5,3,7,0,3,1,1,0,0,0,0,0,0,12,0,1,139,1,0,57,0,9,0,0,17,1,3,1,0,9,109,1,2,0,0,0
4006,37.55460822,126.900205,38.02158209,18275.53305,0,0.0,67,38.80597015,0.0,26,4,3,6,0,6,2,1,0,0,1,0,0,0,13,0,1,153,1,0,58,0,13,2,1,18,1,3,2,0,10,129,1,2,4,1,0
4007,37.55534002,126.9009905,39.44022727,23297.08604,0,0.0,88,27.27272727,29.54545455,34,5,2,6,0,22,2,1,0,0,1,1,0,0,15,0,1,216,1,0,65,0,17,8,4,20,2,4,2,0,13,189,1,2,4,1,0
4008,37.55567434,126.9027855,33.78652778,20421.44841,0,0.0,72,40.27777778,25.0,41,5,2,10,0,30,3,1,0,0,2,1,1,0,21,0,0,299,1,0,107,0,19,10,6,24,2,6,3,0,16,309,1,2,4,1,0
4009,37.55595257,126.9041533,33.33642857,18545.88484,0,0.0,98,44.89795918,25.51020408,44,5,1,16,0,49,3,0,0,0,3,1,3,0,27,0,0,349,1,0,142,0,22,12,6,30,3,7,4,0,21,408,1,6,4,1,0
4010,37.55631314,126.9054643,39.472,21293.35714,0,0.0,50,30.0,26.0,43,5,3,16,1,85,3,0,0,1,5,2,3,0,28,0,0,367,1,0,146,0,21,16,6,36,4,7,5,1,23,421,1,6,5,1,0
4011,37.55669058,126.9070186,37.76290909,20603.8961,0,0.0,55,41.81818182,29.09090909,35,5,4,17,1,87,4,0,0,1,6,2,3,0,23,0,0,344,1,0,142,0,21,16,6,39,5,6,6,1,21,375,1,6,6,1,0
4012,37.55641041,126.9083804,32.305,17226.29252,0,0.0,42,57.14285714,23.80952381,33,4,4,15,1,86,4,0,0,1,6,2,3,0,22,0,0,313,0,0,134,0,18,16,6,36,4,6,6,1,21,356,0,5,7,1,0
4013,37.55487813,126.9091166,26.90914894,21961.20669,0,0.0,94,48.93617021,67.0212766,32,6,4,20,1,89,1,0,0,1,7,2,3,0,17,0,0,294,0,0,146,0,18,18,4,40,7,7,8,0,20,326,0,4,8,3,0
4014,37.55442778,126.9067566,36.05454545,19104.67532,0,0.0,44,61.36363636,18.18181818,35,5,4,15,1,79,3,0,0,1,5,2,3,0,21,0,0,336,1,0,145,0,20,17,6,33,5,7,7,0,19,336,1,5,5,1,0
4015,37.55416764,126.9039159,35.03975309,22274.55908,0,0.0,81,32.09876543,24.69135802,35,5,3,10,0,30,3,1,0,0,2,1,1,0,23,0,0,294,1,0,117,0,14,10,5,25,2,6,5,0,13,247,1,2,2,1,0
4016,37.55333731,126.902036,25.77681818,18519.64286,0,0.0,22,22.72727273,45.45454545,28,5,4,8,0,12,2,1,0,0,2,0,1,0,17,0,0,213,1,0,95,0,11,5,3,20,1,4,2,0,9,171,1,2,2,1,0
4017,37.55301062,126.9049025,31.69051724,25524.25862,0,0.0,58,22.4137931,56.89655172,21,7,3,8,0,25,2,1,0,0,2,1,1,0,17,0,0,261,1,0,109,0,12,8,4,23,1,5,4,0,10,205,1,1,2,1,0
4018,37.55379502,126.9086604,32.32510204,19294.82507,0,0.0,98,46.93877551,10.20408163,30,7,3,22,1,80,5,0,0,1,7,1,3,0,22,0,0,295,1,0,155,0,18,16,2,36,6,6,7,0,17,310,0,4,7,2,0
4019,37.55050852,126.9056724,32.7208642,20255.91358,0,0.0,162,35.18518519,19.75308642,12,5,4,5,0,6,3,0,0,0,1,0,1,0,14,0,0,169,1,0,99,0,9,5,1,24,1,4,3,0,7,147,0,0,1,0,0
4020,37.55091523,126.9070649,28.53175,20574.21429,0,0.0,120,38.33333333,61.66666667,16,7,4,8,0,24,4,0,0,0,2,1,1,0,15,0,0,201,0,0,116,0,10,9,1,29,4,4,3,0,9,210,0,2,5,1,0
4021,37.55177074,126.9080251,31.86347826,22411.29938,0,0.0,115,23.47826087,25.2173913,22,8,6,13,0,49,4,0,0,0,5,2,2,0,16,0,0,244,1,0,137,0,14,13,1,36,5,4,4,0,14,270,0,2,6,2,0
4022,37.55263052,126.9095151,34.49958678,22654.63518,0,0.0,121,22.31404959,35.53719008,25,7,4,21,0,74,5,0,0,2,5,3,3,0,17,0,0,267,1,0,146,0,16,15,3,43,7,5,7,0,16,294,0,4,9,2,0
4023,37.55264325,126.9115056,27.24807692,21291.81319,0,0.0,26,50.0,53.84615385,36,13,6,29,0,85,10,0,1,3,6,3,3,0,14,1,0,206,1,2,129,1,15,18,0,47,11,4,7,0,21,264,1,4,16,2,1
4024,37.55059575,126.9119613,23.65419355,24020.27189,0,1.0,62,67.74193548,100.0,24,15,5,27,0,47,12,0,1,2,5,3,1,0,13,1,0,177,1,2,158,1,10,14,0,43,10,7,6,1,16,227,1,2,21,1,0
4025,37.5504977,126.9107842,34.20176471,21377.73109,0,0.0,34,29.41176471,58.82352941,25,10,5,25,0,39,10,0,1,2,5,3,1,0,14,1,0,178,1,2,126,1,10,12,1,41,8,6,5,1,16,225,1,2,16,1,0
4026,37.55015673,126.9095771,36.07278571,21182.80612,0,0.0,70,38.57142857,20.0,21,10,5,14,0,30,8,0,1,2,3,2,1,0,14,1,0,155,1,2,109,1,10,11,1,34,8,3,5,0,15,204,0,2,10,1,0
4027,37.54918185,126.9119625,20.216875,29236.60714,0,1.0,16,56.25,100.0,22,16,4,23,0,45,11,0,1,2,4,3,1,0,12,1,0,170,1,3,157,1,9,14,0,37,7,4,6,1,15,221,1,2,20,1,0
4028,37.548927,126.9066747,31.84111111,23487.46032,0,0.0,9,33.33333333,44.44444444,11,4,4,5,0,11,4,0,0,0,2,1,1,0,12,0,0,123,0,0,77,0,10,5,1,20,4,3,4,0,5,144,0,2,4,0,0
4029,37.55384542,126.9141408,32.15884615,17921.88187,0,0.0,52,50.0,25.0,33,20,7,29,0,77,12,0,0,3,6,3,2,0,14,0,0,128,1,0,56,0,13,12,1,40,10,3,6,0,18,142,1,2,14,2,1
4030,37.55473395,126.917569,26.87666667,18154.7619,0,0.0,6,83.33333333,66.66666667,42,29,6,31,0,57,16,0,2,0,4,1,4,0,12,0,0,161,1,1,95,0,9,8,2,38,11,6,5,0,21,121,0,12,14,1,3
4031,37.55454943,126.9188997,31.36,17788.09524,0,0.0,6,50.0,33.33333333,47,35,6,32,0,75,23,0,3,1,4,4,10,0,12,0,0,205,0,1,160,0,10,13,2,46,12,4,6,1,27,154,0,22,17,1,3
4032,37.55480583,126.9203953,25.59,12357.14286,0,1.0,2,50.0,0.0,47,31,8,36,0,96,22,0,5,1,2,5,13,0,12,0,0,230,0,1,202,0,14,14,1,45,14,2,8,1,32,170,0,25,12,0,3
4034,37.55281263,126.9163057,43.295,23898.80952,0,0.0,12,41.66666667,0.0,38,36,6,33,0,61,22,0,2,2,4,4,5,0,9,1,0,168,1,2,193,1,8,10,1,41,14,2,5,1,22,182,1,6,24,2,1
4035,37.552766,126.9138669,28.88709677,17264.60829,0,0.0,31,70.96774194,19.35483871,36,20,8,30,0,78,15,0,1,3,6,4,1,0,8,1,0,164,1,2,127,1,11,17,1,47,13,4,4,0,26,197,1,3,21,2,1
4037,37.55154,126.9153855,17.53103448,18239.60591,0,0.586206897,29,58.62068966,58.62068966,34,28,6,33,0,55,20,0,1,2,5,3,3,0,13,1,0,204,1,3,222,1,10,14,0,39,13,3,6,2,23,248,1,4,26,2,1
4038,37.55334539,126.9199412,18.53921053,20765.78947,0,0.894736842,38,76.31578947,100.0,42,36,6,30,0,75,26,0,3,0,3,4,10,0,9,0,0,236,0,1,307,0,9,12,1,40,13,3,5,3,29,186,0,24,18,0,2
4039,37.55319481,126.9208981,19.24058824,12315.12605,0,0.0,17,94.11764706,0.0,38,36,6,27,1,73,26,0,3,1,2,5,11,0,7,0,0,254,0,1,312,0,10,15,1,49,15,3,5,3,31,201,0,24,13,0,1
4040,37.55314104,126.9228587,30.92,18250.0,0,0.0,2,50.0,0.0,41,37,8,23,1,83,27,0,5,1,0,5,13,0,7,0,0,271,0,1,307,0,13,15,1,46,14,3,4,3,33,211,0,26,13,0,1
4041,37.55163964,126.9224426,28.648,9588.057143,0,0.0,5,100.0,80.0,40,37,6,21,1,43,29,0,2,1,1,4,10,0,6,0,0,293,0,1,368,0,9,10,1,45,13,1,1,3,28,287,1,22,13,0,1
4042,37.55169063,126.9205075,27.76,10449.52381,0,0.0,3,33.33333333,0.0,39,41,5,25,0,49,32,0,1,1,4,3,10,0,8,0,0,308,0,2,417,0,11,11,1,49,11,1,3,3,30,310,1,17,20,0,1
4043,37.55104954,126.91871,27.8075,15891.96429,0,0.0,8,75.0,0.0,32,40,6,32,0,43,29,0,1,3,4,4,8,0,9,0,0,303,1,2,426,0,9,11,1,47,8,2,5,3,20,314,1,13,23,0,0
4044,37.5498172,126.9163285,34.46571429,18836.73469,0,0.0,14,78.57142857,14.28571429,27,34,7,30,0,54,24,0,2,2,4,4,4,0,12,1,0,261,1,3,298,1,9,16,0,41,11,4,7,2,21,296,1,7,27,1,0
4045,37.5500304,126.9152143,28.2237037,17323.01587,0,1.0,27,62.96296296,0.0,24,28,6,29,0,53,19,0,1,2,5,3,1,0,12,1,0,241,1,3,249,1,10,15,0,44,11,4,8,2,21,278,1,3,25,1,0
4047,37.54918907,126.9180302,39.22727273,20020.12987,0,0.0,11,72.72727273,0.0,30,37,8,29,0,43,25,0,2,3,4,4,6,0,9,1,0,326,0,3,426,1,7,14,0,43,9,2,4,2,23,328,1,10,24,0,0
4048,37.54926008,126.9199207,34.49,18595.2381,0,0.0,9,55.55555556,22.22222222,29,41,8,27,0,40,30,0,1,2,4,3,7,0,9,0,0,324,0,1,459,0,10,13,1,48,8,3,4,3,22,334,1,13,23,0,1
4049,37.54920668,126.9217424,20.159375,13261.30952,0,0.791666667,24,95.83333333,4.166666667,28,41,5,17,0,17,27,0,1,1,4,3,7,0,7,0,0,298,0,1,438,0,10,9,1,39,5,3,4,2,20,306,1,14,16,0,1
4050,37.55567759,126.9234988,43.58,18142.85714,0,1.0,1,100.0,0.0,34,29,7,27,1,100,18,0,5,3,3,6,14,0,10,0,0,305,0,3,210,1,14,16,1,46,14,4,9,1,37,199,0,23,15,0,2
4052,37.555624,126.9285394,37.08222222,23138.35979,0,0.0,27,62.96296296,37.03703704,31,19,5,11,1,65,13,4,3,3,1,5,6,0,14,0,0,264,0,2,135,1,12,15,1,36,7,7,4,1,23,154,1,14,8,0,1
4053,37.55507773,126.9269603,29.93,12972.78912,0,0.0,21,95.23809524,0.0,39,23,5,15,1,78,16,4,5,3,2,6,9,0,11,0,0,259,0,3,148,1,10,14,1,36,9,6,6,1,29,168,1,19,9,0,1
4054,37.55396546,126.925924,27.22294118,14849.57983,0,0.058823529,17,100.0,0.0,41,23,4,19,1,78,18,1,5,3,1,5,10,0,6,0,0,242,0,3,251,1,12,15,1,45,12,5,4,2,35,176,1,23,11,0,0
4055,37.55474052,126.9238282,32.635,21142.85714,0,0.0,4,50.0,0.0,38,29,6,25,1,91,22,0,6,3,2,7,13,0,9,0,0,274,0,3,255,1,12,14,1,46,12,4,9,2,35,189,0,23,14,0,2
4056,37.55700051,126.9292435,33.24611111,24003.96825,0,0.5,18,83.33333333,61.11111111,24,19,5,10,1,55,12,3,3,3,1,3,4,0,14,0,0,266,0,2,149,1,10,13,1,35,6,9,4,1,19,134,2,6,4,0,2
4057,37.55515349,126.932917,18.99207317,19265.89721,0,0.518292683,164,87.19512195,59.14634146,44,10,8,12,0,103,14,3,0,2,3,5,8,0,22,1,0,256,1,2,169,2,8,23,3,46,7,7,1,4,27,273,2,11,8,0,3
4058,37.554765,126.9353531,34.22368421,19383.45865,0,1.0,19,84.21052632,0.0,41,6,10,20,0,110,10,2,1,2,3,6,15,0,26,1,0,249,1,3,168,2,9,27,3,47,8,9,1,4,32,335,1,19,6,1,4
4059,37.55300025,126.9278086,33.27774286,20694.69388,0,0.0,105,62.85714286,37.14285714,41,19,1,7,1,7,15,3,0,0,0,2,6,0,7,0,0,190,0,0,159,0,7,6,0,32,4,3,2,2,18,149,0,6,3,0,0
4061,37.55404548,126.9319353,36.77666667,12547.61905,0,0.0,3,100.0,0.0,52,12,7,6,1,86,13,4,0,2,2,3,0,0,20,1,0,223,1,1,85,1,8,20,3,32,7,6,1,1,21,173,1,6,5,0,3
4065,37.5494856,126.9299515,32.56694444,25371.42857,0,0.0,18,44.44444444,55.55555556,54,6,5,12,1,28,3,2,0,1,4,1,0,0,10,0,0,68,1,1,11,0,9,8,2,16,2,2,2,0,6,100,1,1,10,1,1
4067,37.55007749,126.9243871,26.99285714,15691.83673,0,0.0,7,85.71428571,57.14285714,35,31,3,14,1,10,21,1,1,1,2,3,7,0,4,0,0,243,0,0,339,0,10,8,1,35,5,3,1,3,17,260,1,16,6,0,1
4068,37.54840263,126.9241085,31.09285714,14846.93878,0,0.142857143,14,92.85714286,0.0,27,22,4,13,0,12,15,0,1,1,2,2,7,0,5,0,0,235,1,0,326,0,10,7,0,29,3,2,2,2,14,246,1,10,11,0,1
4070,37.54815243,126.9120153,48.0,29857.14286,0,1.0,1,100.0,0.0,22,12,4,17,1,40,10,0,1,2,2,3,1,0,11,1,0,165,1,3,147,1,8,11,0,33,7,3,4,1,15,210,1,2,18,1,0
4071,37.54765068,126.9135928,41.38888889,15128.57143,0,0.0,9,55.55555556,0.0,25,14,5,17,1,40,11,0,1,2,4,3,1,0,11,1,0,188,1,3,187,1,8,13,0,31,7,3,6,1,16,230,1,2,21,1,0
4072,37.54725471,126.9163783,34.43269231,18038.87363,0,0.211538462,52,48.07692308,0.0,26,25,5,20,0,39,15,0,1,2,3,3,1,0,9,1,0,232,0,3,243,1,7,12,0,30,5,3,5,2,18,251,1,4,22,0,0
4073,37.54678183,126.9186469,37.43730769,19879.78022,0,0.153846154,26,42.30769231,3.846153846,24,24,3,18,0,29,12,0,0,1,4,2,2,0,6,0,0,284,0,1,328,0,5,10,0,27,1,5,4,2,12,301,1,7,20,0,0
4074,37.54646107,126.9210203,34.8165625,17689.49219,0,0.0,128,49.21875,5.46875,26,24,5,13,0,12,13,0,1,1,3,1,1,0,5,0,0,256,0,1,323,0,7,5,0,24,2,2,3,1,11,263,1,7,15,0,1
4075,37.54628925,126.9242561,25.26131111,15806.09524,0,0.244444444,45,42.22222222,26.66666667,21,18,4,11,0,11,8,0,0,1,2,1,0,0,4,0,0,186,1,0,187,0,9,5,0,23,3,2,1,1,10,208,1,4,10,0,1
4077,37.54585317,126.9285207,18.03,13011.90476,0,0.0,6,100.0,0.0,31,5,6,15,0,19,4,2,0,1,3,1,0,0,8,0,0,53,1,1,24,0,8,5,1,12,1,3,4,0,5,95,1,1,13,1,1
4078,37.54709562,126.929295,23.186,12168.57143,0,0.4,5,60.0,0.0,41,4,7,14,1,19,4,2,0,1,3,1,0,0,11,0,0,60,1,1,17,0,9,4,1,11,1,1,4,0,4,108,2,1,12,1,1
4081,37.54507406,126.9251599,25.22833333,13376.19048,0,0.833333333,12,58.33333333,0.0,18,12,2,12,0,9,6,0,0,1,2,1,0,0,4,0,0,108,1,0,87,0,6,3,0,11,1,2,1,0,4,137,1,2,9,0,1
4083,37.54626233,126.9143343,37.61784314,17710.08403,0,0.098039216,51,33.33333333,0.0,22,12,5,13,1,26,6,0,1,1,1,2,1,0,8,1,0,161,0,3,154,1,4,9,0,27,5,2,6,1,15,170,1,2,15,0,0
4084,37.54746104,126.9114342,29.6147619,24778.91156,0,0.0,21,19.04761905,76.19047619,19,11,4,12,1,33,9,0,1,2,1,3,1,0,11,1,0,142,0,2,114,1,8,10,0,29,7,3,4,1,14,179,1,2,11,1,0
4085,37.5447786,126.9135426,39.35339623,19693.98922,0,0.0,53,28.30188679,11.32075472,15,9,2,6,1,14,3,0,1,0,0,1,1,0,6,1,0,96,0,2,48,1,2,6,0,12,4,2,5,1,9,70,0,0,5,0,0
4086,37.54641807,126.9316518,15.93732143,12939.79592,0,0.642857143,28,60.71428571,100.0,42,3,8,14,1,24,2,2,0,1,2,1,0,0,14,0,0,59,1,1,15,0,10,6,2,12,1,2,4,0,4,117,1,1,10,2,0
4087,37.54642691,126.9331063,35.13981818,24401.16883,0,0.0,55,25.45454545,70.90909091,38,3,9,13,1,24,1,2,0,1,2,1,0,0,16,0,0,69,1,1,16,0,11,6,3,15,1,2,4,0,5,141,1,1,10,2,0
4088,37.54559236,126.9356556,33.25,24041.07143,0,0.0,20,15.0,70.0,29,4,9,15,2,21,1,2,0,1,3,0,0,0,17,0,0,93,0,2,26,0,13,6,3,17,1,4,4,0,5,188,1,0,8,2,1
4090,37.54560444,126.9384592,32.97317073,21874.0331,0,0.0,82,39.02439024,63.41463415,33,4,8,12,2,28,0,0,0,1,2,1,1,0,15,0,0,110,0,1,49,0,16,9,3,22,2,5,2,0,11,258,2,4,10,1,1
4092,37.54405656,126.9332237,39.32875,20818.97321,0,0.0,32,15.625,34.375,22,2,6,12,1,23,1,2,0,1,3,0,0,0,12,0,0,47,0,1,14,0,10,6,2,11,1,3,4,0,5,102,1,0,7,2,1
4093,37.54458535,126.9316134,25.03727273,13811.68831,0,1.0,11,100.0,0.0,25,3,6,13,1,22,2,2,0,1,2,0,0,0,11,0,0,54,1,1,14,0,10,6,2,12,1,2,4,0,4,109,1,1,9,2,0
4096,37.54832497,126.9383729,30.07741935,21054.7235,0,0.0,62,38.70967742,48.38709677,31,3,8,10,2,32,1,0,0,1,2,1,3,0,14,0,0,124,0,1,39,0,17,9,4,20,2,3,2,0,12,255,3,7,9,1,0
4097,37.54863172,126.9354885,22.18659091,11603.24675,0,0.0,22,86.36363636,0.0,51,4,10,13,2,35,1,0,0,2,3,1,3,0,21,0,0,112,0,1,31,0,16,9,4,22,3,3,4,0,12,212,2,8,10,2,1
4098,37.54906619,126.9336403,21.21153846,11364.94505,0,0.384615385,13,69.23076923,0.0,46,5,11,12,1,32,0,2,0,2,3,1,2,0,18,0,0,89,1,1,29,0,11,8,4,17,1,2,3,0,8,173,1,5,8,2,1
4100,37.55371713,126.9357468,16.215625,10736.60714,0,1.0,16,75.0,0.0,46,5,8,17,0,109,9,2,0,2,3,5,9,0,25,1,0,207,1,2,109,2,9,21,3,38,7,6,0,2,26,279,1,13,6,0,3
4101,37.55473897,126.9383826,29.86416667,14583.33333,0,0.833333333,12,75.0,0.0,32,2,11,21,0,105,6,1,1,2,3,7,14,0,23,1,0,219,1,3,119,2,7,25,2,42,8,7,0,2,31,306,1,18,9,4,3
4102,37.5541802,126.9383361,29.34444444,37132.06349,0,0.0,45,31.11111111,95.55555556,32,2,10,18,1,103,7,1,1,2,4,5,14,0,23,1,0,214,1,3,88,2,7,22,3,40,8,6,0,2,34,275,2,15,8,4,3
4103,37.55521992,126.941248,21.9060177,16820.68268,0,0.0,113,26.54867257,76.10619469,38,2,12,23,0,100,5,1,1,1,3,4,8,0,21,1,0,240,1,4,35,2,6,22,3,46,6,11,1,1,32,265,2,16,20,4,2
4104,37.5562966,126.9431718,30.39625,23151.90179,0,0.9125,80,63.75,75.0,32,3,8,18,0,59,4,1,2,2,3,3,9,0,22,0,0,231,1,2,29,0,9,18,2,42,3,11,1,0,23,225,2,11,18,4,1
4106,37.55298334,126.9447081,20.81835616,18510.17613,0,0.0,73,32.87671233,98.63013699,23,1,4,6,0,45,3,0,0,1,3,0,0,0,15,0,0,88,0,2,11,0,8,14,5,16,3,4,1,0,13,118,1,2,15,1,1
4108,37.55393654,126.9403167,22.63541667,15488.21429,0,0.0,120,38.33333333,67.5,33,1,11,20,1,91,6,1,1,1,3,4,6,0,19,1,0,161,1,2,23,2,5,19,2,36,6,7,1,1,33,195,3,10,8,4,3
4109,37.55245294,126.9362539,20.96066667,12533.57143,0,1.0,30,100.0,0.0,43,6,10,13,1,102,7,0,0,2,3,5,2,0,21,1,0,177,1,2,41,2,9,21,3,30,8,5,0,0,23,198,2,14,5,0,3
4110,37.54846894,126.9399056,19.505,13785.71429,0,0.0,4,100.0,0.0,27,2,6,10,3,22,1,0,0,1,1,1,3,0,11,0,0,127,0,1,38,0,12,5,4,20,2,2,2,0,11,254,2,7,10,1,0
4111,37.549041,126.9405381,23.86,12857.14286,0,0.0,2,50.0,0.0,26,5,6,11,1,25,4,0,0,1,1,1,3,0,11,0,0,127,0,1,38,0,12,5,4,18,3,2,2,0,12,263,2,7,10,0,0
4112,37.55543007,126.9462681,17.63,14761.90476,0,0.833333333,6,83.33333333,16.66666667,29,3,5,13,0,50,0,0,0,1,5,1,5,0,19,0,0,190,1,2,21,0,8,18,4,31,2,8,1,0,17,179,1,8,20,1,0
4113,37.55630826,126.9477133,31.206875,25021.42857,0,0.125,16,12.5,81.25,29,3,6,15,0,52,0,0,0,1,5,1,5,0,20,0,0,180,1,2,23,0,10,20,3,30,3,8,1,0,16,177,1,8,21,1,0
4114,37.5568243,126.9510265,24.895,28612.5,0,0.25,8,25.0,100.0,28,2,5,11,0,70,0,0,0,2,6,1,0,0,12,0,0,101,0,3,32,0,13,24,7,19,4,4,0,0,10,188,1,2,13,0,0
4115,37.55663355,126.9532786,32.52125,32162.5,0,0.5,16,18.75,87.5,30,0,5,14,1,62,1,0,0,2,8,1,0,0,12,0,0,75,0,1,26,0,17,20,8,19,6,4,1,1,17,181,1,0,8,2,0
4116,37.55630549,126.9551042,36.31714286,30702.65306,0,0.642857143,14,42.85714286,92.85714286,28,0,6,17,1,69,1,0,0,2,6,2,0,0,15,0,0,69,0,1,26,0,20,21,8,20,6,4,1,1,17,185,1,0,12,2,0
4117,37.55420331,126.9562,28.80619048,12145.38095,0,0.428571429,21,80.95238095,100.0,25,0,6,17,1,75,1,1,0,2,7,2,1,0,14,0,0,71,3,1,23,0,23,21,9,17,6,6,2,1,17,181,1,0,13,0,1
4121,37.55539641,126.9485081,22.05625,16455.35714,0,0.0,32,15.625,96.875,26,3,5,11,0,47,0,0,0,1,5,1,0,0,19,0,0,134,0,2,18,0,8,19,3,25,3,7,1,0,15,161,1,2,17,0,0
4122,37.55514118,126.9475951,21.65741935,17680.52995,0,0.0,62,22.58064516,100.0,27,3,5,12,0,49,0,0,0,1,5,1,0,0,19,0,0,142,0,2,20,0,8,18,3,25,3,7,1,0,15,153,1,3,17,1,0
4130,37.55088889,126.9546857,34.05242857,21595.30612,0,1.0,70,51.42857143,0.0,14,0,6,18,2,37,0,0,0,1,5,2,1,0,15,0,0,76,3,0,33,0,6,7,4,21,6,6,2,1,16,183,2,0,12,2,1
4134,37.54938508,126.9486118,35.186875,22305.35714,0,0.0,16,56.25,56.25,17,3,5,9,1,28,3,0,0,0,4,1,0,0,14,0,0,90,0,0,16,0,7,5,4,13,7,3,0,0,10,171,1,0,9,2,0
4136,37.54879633,126.9437385,22.33088889,17055.78413,0,0.0,45,28.88888889,82.22222222,30,5,6,15,1,23,4,0,0,1,2,1,1,0,11,0,0,127,0,1,37,0,12,5,3,17,4,4,1,0,12,262,2,3,11,1,0
4137,37.54817606,126.9447473,22.33227941,18167.85189,0,0.0,136,13.23529412,99.26470588,27,4,4,15,2,26,4,0,0,1,3,1,1,0,10,0,0,133,0,0,38,0,11,5,5,17,4,4,1,0,14,267,2,3,11,1,0
4138,37.5475302,126.9463314,21.40693182,17162.27273,0,0.0,88,12.5,100.0,30,3,4,17,1,37,4,0,0,1,3,1,0,0,12,0,0,138,0,0,37,0,11,7,5,20,3,4,0,0,9,277,1,0,13,1,0
4140,37.54808214,126.9494146,23.46515789,14565.93985,0,0.0,19,47.36842105,31.57894737,19,3,7,18,1,55,3,0,0,1,7,1,0,0,13,0,0,144,0,0,46,0,11,9,3,24,10,3,0,1,15,320,0,1,11,2,0
4142,37.54855532,126.9526738,30.45777778,20146.8254,0,0.0,9,11.11111111,44.44444444,22,0,7,20,2,64,0,0,0,1,7,2,1,0,10,0,0,124,3,0,46,0,12,11,7,25,12,5,2,0,22,275,2,1,12,1,1
4143,37.54753833,126.953124,35.17914286,23716.69388,0,1.0,35,65.71428571,0.0,29,0,7,22,2,71,0,0,0,2,7,2,3,0,9,0,0,124,3,0,52,0,12,11,4,26,13,4,2,1,21,284,2,1,16,1,1
4148,37.544307,126.9491983,31.64375,21776.78571,0,1.0,8,75.0,0.0,46,3,7,30,1,148,1,0,0,4,6,3,2,0,11,1,0,199,0,1,122,0,15,32,5,43,18,3,2,2,39,522,1,3,22,3,0
4149,37.54664267,126.9436386,32.22352941,29314.70588,0,0.294117647,17,0.0,100.0,29,4,3,15,2,36,5,0,0,1,4,1,1,0,12,0,0,156,1,1,48,0,13,7,4,24,5,3,2,1,16,321,2,3,15,2,0
4150,37.54581918,126.9413245,34.70958333,28655.35714,0,0.0,24,4.166666667,100.0,34,4,6,15,2,34,1,0,0,1,4,1,1,0,17,0,0,144,1,1,53,0,18,10,4,27,4,3,2,1,18,334,3,5,14,2,1
4151,37.54592557,126.9433105,34.64346667,20313.90476,0,0.986666667,75,76.0,0.0,30,4,6,16,1,35,4,0,0,1,4,1,1,0,13,0,0,148,1,1,54,0,16,10,5,23,4,3,2,1,15,327,2,3,16,2,0
4152,37.54417325,126.94399,38.57454545,27667.53247,0,0.0,11,9.090909091,81.81818182,30,4,5,28,1,55,1,0,0,2,4,2,0,0,13,0,0,168,1,1,87,0,15,15,4,33,10,3,1,1,23,498,2,3,20,2,0
4157,37.54243363,126.9482239,35.51859649,23301.75439,0,1.0,57,54.38596491,0.0,46,2,9,32,0,153,1,0,0,5,5,3,2,0,12,1,0,219,1,1,151,0,20,32,5,45,17,3,1,2,44,563,2,6,28,2,0
4158,37.54132614,126.947184,55.92,36869.04762,0,1.0,6,100.0,0.0,38,2,6,31,0,125,1,0,0,4,4,2,2,0,12,0,0,188,1,0,150,0,21,26,6,42,15,3,2,2,38,539,2,6,27,2,0
4159,37.54380914,126.939772,31.09604651,22210.299,0,0.0,43,34.88372093,55.81395349,26,3,4,16,1,31,0,0,0,1,2,0,0,0,16,0,0,100,1,1,52,0,17,11,4,19,4,4,2,1,16,247,1,2,13,1,1
4162,37.54221215,126.938854,33.935,22098.89388,0,0.0,140,43.57142857,55.71428571,11,2,3,12,1,16,0,0,0,0,2,0,0,0,14,0,0,60,1,1,36,0,13,6,3,13,3,4,1,1,10,156,1,2,8,1,1
4163,37.54092977,126.940801,45.84266667,34659.04762,0,0.0,15,6.666666667,73.33333333,15,0,4,10,1,25,0,0,0,1,2,0,0,0,10,0,0,62,1,1,52,0,13,9,3,19,5,4,1,1,16,189,1,3,11,1,1
4166,37.54083068,126.9437573,14.69,13642.85714,0,0.0,3,100.0,100.0,29,2,5,22,1,83,1,0,0,1,2,2,2,0,12,0,0,136,1,0,114,0,14,17,4,34,13,4,0,1,31,422,2,5,19,1,0
